station,assemblage_id
1030,isopoda_pitfall
1058,isopoda_pitfall
1090,isopoda_pitfall
1141,isopoda_pitfall
1166,isopoda_pitfall
1174,isopoda_pitfall
1180,isopoda_pitfall
1237,isopoda_pitfall
1243,isopoda_pitfall
1274,isopoda_pitfall
1310,isopoda_pitfall
1366,isopoda_pitfall
137,isopoda_pitfall
1372,isopoda_pitfall
1464,isopoda_pitfall
1477,isopoda_pitfall
1491,isopoda_pitfall
152,isopoda_pitfall
1537,isopoda_pitfall
1549,isopoda_pitfall
1556,isopoda_pitfall
157,isopoda_pitfall
1587,isopoda_pitfall
1660,isopoda_pitfall
1677,isopoda_pitfall
1686,isopoda_pitfall
1694,isopoda_pitfall
1706,isopoda_pitfall
1768,isopoda_pitfall
1826,isopoda_pitfall
1837,isopoda_pitfall
1875,isopoda_pitfall
1887,isopoda_pitfall
1893,isopoda_pitfall
1992,isopoda_pitfall
1996,isopoda_pitfall
2011,isopoda_pitfall
2021,isopoda_pitfall
2034,isopoda_pitfall
2076,isopoda_pitfall
215,isopoda_pitfall
2182,isopoda_pitfall
2205,isopoda_pitfall
223,isopoda_pitfall
2257,isopoda_pitfall
2260,isopoda_pitfall
2276,isopoda_pitfall
2312,isopoda_pitfall
288,isopoda_pitfall
291,isopoda_pitfall
391,isopoda_pitfall
400,isopoda_pitfall
408,isopoda_pitfall
423,isopoda_pitfall
476,isopoda_pitfall
609,isopoda_pitfall
620,isopoda_pitfall
633,isopoda_pitfall
644,isopoda_pitfall
730,isopoda_pitfall
788,isopoda_pitfall
792,isopoda_pitfall
805,isopoda_pitfall
812,isopoda_pitfall
827,isopoda_pitfall
870,isopoda_pitfall
926,isopoda_pitfall
