station,assemblage_id
1030,formicidae_pitfall
1058,formicidae_pitfall
1090,formicidae_pitfall
1141,formicidae_pitfall
1166,formicidae_pitfall
1174,formicidae_pitfall
1180,formicidae_pitfall
1237,formicidae_pitfall
1243,formicidae_pitfall
1274,formicidae_pitfall
1310,formicidae_pitfall
1366,formicidae_pitfall
137,formicidae_pitfall
1372,formicidae_pitfall
1464,formicidae_pitfall
1477,formicidae_pitfall
1491,formicidae_pitfall
152,formicidae_pitfall
1537,formicidae_pitfall
1549,formicidae_pitfall
1556,formicidae_pitfall
157,formicidae_pitfall
1587,formicidae_pitfall
1660,formicidae_pitfall
1677,formicidae_pitfall
1686,formicidae_pitfall
1694,formicidae_pitfall
1706,formicidae_pitfall
1768,formicidae_pitfall
1826,formicidae_pitfall
1837,formicidae_pitfall
1875,formicidae_pitfall
1887,formicidae_pitfall
1893,formicidae_pitfall
1992,formicidae_pitfall
1996,formicidae_pitfall
2011,formicidae_pitfall
2021,formicidae_pitfall
2034,formicidae_pitfall
2076,formicidae_pitfall
215,formicidae_pitfall
2182,formicidae_pitfall
2205,formicidae_pitfall
223,formicidae_pitfall
2257,formicidae_pitfall
2260,formicidae_pitfall
2276,formicidae_pitfall
2312,formicidae_pitfall
288,formicidae_pitfall
291,formicidae_pitfall
391,formicidae_pitfall
400,formicidae_pitfall
408,formicidae_pitfall
423,formicidae_pitfall
476,formicidae_pitfall
609,formicidae_pitfall
620,formicidae_pitfall
633,formicidae_pitfall
644,formicidae_pitfall
730,formicidae_pitfall
788,formicidae_pitfall
792,formicidae_pitfall
805,formicidae_pitfall
812,formicidae_pitfall
827,formicidae_pitfall
870,formicidae_pitfall
926,formicidae_pitfall
