assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter,n_sampled_stations,n_positive_stations,mean_total_abundance,mean_q0,mean_q1,mean_q2,gamma
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1,67,63,135.7910447761194,6.686567164179104,3.3501873402064395,2.5271278179958605,43
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1,67,63,137.02985074626866,9.597014925373134,4.424103670460155,3.1352554575112004,135
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1,67,63,135.7910447761194,9.417910447761194,4.350850664335228,3.084012634471141,132
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1,67,63,137.02985074626866,9.507462686567164,4.39469489817705,3.126385383922582,107
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1,67,63,136.62686567164178,9.373134328358208,4.341268434212461,3.0865512115894997,131
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,1,67,63,136.62686567164178,9.373134328358208,4.341268434212461,3.0865512115894997,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1,67,63,136.62686567164178,11.253731343283581,5.265414290626299,3.5857492901147676,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2,67,63,136.62686567164178,11.26865671641791,5.285341749361916,3.610979871289033,128
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3,67,63,136.62686567164178,11.253731343283581,5.2093713560007515,3.5354183403550814,128
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4,67,63,136.62686567164178,11.238805970149254,5.289657273017812,3.62791131522444,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5,67,63,136.62686567164178,11.119402985074627,5.200899676965143,3.5664964645083437,129
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,6,67,63,136.62686567164178,11.238805970149254,5.285051122056151,3.630742480403623,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,7,67,63,136.62686567164178,11.119402985074627,5.245930438812089,3.630936762583207,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,8,67,63,136.62686567164178,11.417910447761194,5.305207593147736,3.62323565270617,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,9,67,63,136.62686567164178,11.223880597014926,5.215068578299381,3.5743955931737124,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,10,67,63,136.62686567164178,11.313432835820896,5.288350385754442,3.6270992076958835,129
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,11,67,63,136.62686567164178,11.507462686567164,5.3602018728169405,3.6549781817830227,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,12,67,63,136.62686567164178,11.283582089552239,5.261885095435191,3.606030415711398,129
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,13,67,63,136.62686567164178,11.343283582089553,5.284026044971906,3.621277658405969,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,14,67,63,136.62686567164178,11.223880597014926,5.257885672395508,3.6026000056086613,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,15,67,63,136.62686567164178,11.432835820895523,5.29402976786562,3.629968967223998,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,16,67,63,136.62686567164178,11.328358208955224,5.311628094785294,3.6426629059600795,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,17,67,63,136.62686567164178,11.253731343283581,5.248415317625086,3.6199367190296052,127
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,18,67,63,136.62686567164178,11.208955223880597,5.335487630018927,3.657251768385832,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,19,67,63,136.62686567164178,11.313432835820896,5.199129399099126,3.5398934891780742,126
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,20,67,63,136.62686567164178,11.238805970149254,5.268035722286643,3.6133277385064355,131
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,21,67,63,136.62686567164178,11.313432835820896,5.288178680918974,3.6104769364768394,130
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,22,67,63,136.62686567164178,11.402985074626866,5.287994415277683,3.6010459133587878,130
