assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter,n_sampled_stations,n_positive_stations,mean_total_abundance,mean_q0,mean_q1,mean_q2,gamma
diplopoda_pitfall,adult_only_strict,ontogenetic_filtering,rtu_mixed_best_available,adult_RTU,1,67,31,1.492537313432836,0.6716417910447762,1.1890135507214,0.6401563359465477,22
diplopoda_pitfall,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,1,67,33,3.4925373134328357,0.6567164179104478,1.1419862594513484,0.6224396232505112,5
diplopoda_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1,67,33,3.4477611940298507,0.7164179104477612,1.1906415850819714,0.6648992878536787,11
diplopoda_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1,67,33,3.4925373134328357,0.835820895522388,1.2822763391400864,0.7435630448698676,24
diplopoda_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,1,67,33,3.4925373134328357,0.835820895522388,1.2822763391400864,0.7435630448698676,24
diplopoda_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1,67,33,3.4477611940298507,0.7910447761194029,1.2435539285098496,0.7099660528713349,21
diplopoda_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1,67,33,3.4925373134328357,0.8059701492537313,1.2668215595492314,0.7309986329515794,18
diplopoda_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1,67,31,1.7761194029850746,0.6268656716417911,1.141867544747978,0.5914001170410751,17
diplopoda_pitfall,species_baseline,species_error,species_baseline,species_units,1,67,31,1.7761194029850746,0.6268656716417911,1.141867544747978,0.5914001170410751,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1,67,31,1.7761194029850746,0.6567164179104478,1.1652073853031544,0.6112581492000188,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2,67,31,1.7761194029850746,0.6865671641791045,1.1731469845180291,0.611870487323969,16
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3,67,31,1.7761194029850746,0.6716417910447762,1.1728215846299035,0.6177071329502098,16
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4,67,31,1.7761194029850746,0.6716417910447762,1.1699510487306517,0.6101306152557386,16
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5,67,31,1.7761194029850746,0.7014925373134329,1.1774919532812327,0.6135196318895499,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,6,67,31,1.7761194029850746,0.6865671641791045,1.178764104972705,0.6216370240565056,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,7,67,31,1.7761194029850746,0.6865671641791045,1.1713054930905307,0.612291808741141,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,8,67,31,1.7761194029850746,0.7164179104477612,1.214003977682262,0.6557390565656726,17
diplopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,9,67,31,1.7761194029850746,0.7014925373134329,1.1940207172937858,0.6374181297376564,17
