assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter,n_sampled_stations,n_positive_stations,mean_total_abundance,mean_q0,mean_q1,mean_q2,gamma
collembola_soil_core,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,1,68,68,44.9264705882353,4.3088235294117645,2.7186798761399738,2.249409210850784,16
collembola_soil_core,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1,68,68,44.705882352941174,6.588235294117647,4.22456694658653,3.3528334611627875,46
collembola_soil_core,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1,68,68,44.9264705882353,6.955882352941177,4.4590431729959565,3.5345332167562264,69
collembola_soil_core,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,1,68,68,44.9264705882353,6.955882352941177,4.4590431729959565,3.5345332167562264,69
collembola_soil_core,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1,68,68,44.705882352941174,6.897058823529412,4.403852361936717,3.4847056460278263,67
collembola_soil_core,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1,68,68,44.9264705882353,6.955882352941177,4.4590431729959565,3.5345332167562264,67
collembola_soil_core,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1,68,68,34.588235294117645,5.352941176470588,3.582867936622921,2.905406941235482,51
collembola_soil_core,species_baseline,species_error,species_baseline,species_units,1,68,68,34.588235294117645,5.352941176470588,3.582867936622921,2.905406941235482,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1,68,68,34.588235294117645,5.838235294117647,3.83996817553383,3.0665054533687433,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2,68,68,34.588235294117645,5.970588235294118,3.911515863117371,3.10602130252939,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3,68,68,34.588235294117645,5.852941176470588,3.8888212660964254,3.1214442929682735,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4,68,68,34.588235294117645,6.073529411764706,3.916130847379035,3.084931503048958,50
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5,68,68,34.588235294117645,5.955882352941177,3.8786704201471296,3.067710387285017,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,6,68,68,34.588235294117645,5.838235294117647,3.876239680350184,3.108545282323094,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,7,68,68,34.588235294117645,5.882352941176471,3.824212920969572,3.044249971515863,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,8,68,68,34.588235294117645,5.897058823529412,3.8419030141401307,3.0546490312007317,50
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,9,68,68,34.588235294117645,5.970588235294118,3.8929986494250803,3.085414574138343,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,10,68,68,34.588235294117645,5.985294117647059,3.944903702195579,3.151190585365434,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,11,68,68,34.588235294117645,5.9411764705882355,3.8601853569222726,3.060199016502299,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,12,68,68,34.588235294117645,5.9411764705882355,3.894607304232037,3.0978835834122074,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,13,68,68,34.588235294117645,5.897058823529412,3.8740648303884115,3.093749550804072,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,14,68,68,34.588235294117645,5.926470588235294,3.9146886444487983,3.1169984234514323,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,15,68,68,34.588235294117645,5.867647058823529,3.8514957175263094,3.0731724630186767,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,16,68,68,34.588235294117645,6,3.922782702268707,3.1159106155463543,50
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,17,68,68,34.588235294117645,5.911764705882353,3.921108638452145,3.1264040081057995,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,18,68,68,34.588235294117645,6,3.9440218094759074,3.136141740584926,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,19,68,68,34.588235294117645,5.970588235294118,3.9268409483776954,3.1182972304613603,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,20,68,68,34.588235294117645,5.970588235294118,3.8704789569029727,3.065604024545956,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,21,68,68,34.588235294117645,6.0588235294117645,3.9429664384678973,3.123957843859906,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,22,68,68,34.588235294117645,5.911764705882353,3.926244824103904,3.1458576648376058,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,23,68,68,34.588235294117645,5.985294117647059,3.9046547714525004,3.1104890323149106,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,24,68,68,34.588235294117645,6,3.9113785348325276,3.1249269049034223,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,25,68,68,34.588235294117645,5.926470588235294,3.8926449000988663,3.0974550916839614,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,26,68,68,34.588235294117645,5.911764705882353,3.8452939583428103,3.0557392514128265,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,27,68,68,34.588235294117645,5.9411764705882355,3.9229755535214395,3.1377829036452156,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,28,68,68,34.588235294117645,6.014705882352941,3.924210104478644,3.119110880476556,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,29,68,68,34.588235294117645,5.926470588235294,3.8865050488789326,3.0728272640373926,51
collembola_soil_core,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,30,68,68,34.588235294117645,5.882352941176471,3.884052145809876,3.100864658386699,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,1,68,68,34.588235294117645,6.088235294117647,3.978358991561106,3.1498820410168613,49
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,2,68,68,34.588235294117645,5.985294117647059,3.8716318503317284,3.0666366116560067,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,3,68,68,34.588235294117645,6.029411764705882,3.9573073077224508,3.167587324767224,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,4,68,68,34.588235294117645,5.970588235294118,3.898227591457975,3.098585670940557,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,5,68,68,34.588235294117645,5.8088235294117645,3.826079361724539,3.071819716643302,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,6,68,68,34.588235294117645,6.117647058823529,3.9465146711408776,3.0974842648177163,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,7,68,68,34.588235294117645,5.9411764705882355,3.8891690046130307,3.093386992721634,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,8,68,68,34.588235294117645,6.044117647058823,3.955029043557063,3.1620260144978056,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,9,68,68,34.588235294117645,6.014705882352941,3.9252756648412808,3.1105597993316922,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,10,68,68,34.588235294117645,5.9411764705882355,3.9126904605372195,3.1071841840100856,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,11,68,68,34.588235294117645,6.073529411764706,3.909544139183773,3.0786196839508713,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,12,68,68,34.588235294117645,5.955882352941177,3.8869443626798965,3.091096111291279,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,13,68,68,34.588235294117645,6.014705882352941,3.93943042827783,3.131080502711961,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,14,68,68,34.588235294117645,5.9411764705882355,3.90317132320039,3.1050533644926364,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,15,68,68,34.588235294117645,5.911764705882353,3.893828361237386,3.0999635753373878,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,16,68,68,34.588235294117645,5.970588235294118,3.9265426630648146,3.122370358471709,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,17,68,68,34.588235294117645,6.0588235294117645,3.9200448069294622,3.1037715596175803,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,18,68,68,34.588235294117645,5.9411764705882355,3.8484697358351294,3.042728112517453,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,19,68,68,34.588235294117645,5.985294117647059,3.939054318102035,3.136270966198178,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,20,68,68,34.588235294117645,5.9411764705882355,3.8502970789100446,3.0585684074427433,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,21,68,68,34.588235294117645,5.970588235294118,3.906768564202657,3.106822365677331,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,22,68,68,34.588235294117645,6.0588235294117645,3.9105823759376515,3.0904171868101025,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,23,68,68,34.588235294117645,6.0588235294117645,3.9446602302919254,3.12822514021745,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,24,68,68,34.588235294117645,5.955882352941177,3.9148452487382874,3.1036552231953864,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,25,68,68,34.588235294117645,5.882352941176471,3.8678426147407037,3.085377508339577,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,26,68,68,34.588235294117645,6.044117647058823,3.9456677985362716,3.1288687034784566,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,27,68,68,34.588235294117645,6.0588235294117645,3.9645261669505345,3.1329512445450036,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,28,68,68,34.588235294117645,6.073529411764706,3.9579363379104944,3.1341998292204836,51
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,29,68,68,34.588235294117645,6,3.923001155697423,3.1121411490426474,50
collembola_soil_core,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,30,68,68,34.588235294117645,5.926470588235294,3.873802752199184,3.0937458586324857,49
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,1,68,68,34.588235294117645,6.602941176470588,4.342042095958684,3.4141334268482555,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,2,68,68,34.588235294117645,6.764705882352941,4.381112133602909,3.4338162511757906,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,3,68,68,34.588235294117645,6.735294117647059,4.375465165571867,3.4277718559411605,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,4,68,68,34.588235294117645,6.632352941176471,4.306752460205769,3.3714007496076173,75
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,5,68,68,34.588235294117645,6.779411764705882,4.378850808722889,3.4098634038918516,78
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,6,68,68,34.588235294117645,6.573529411764706,4.287020552553,3.355862423926515,74
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,7,68,68,34.588235294117645,6.75,4.339355767122616,3.377614598404226,77
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,8,68,68,34.588235294117645,6.779411764705882,4.417675888335705,3.427622531751581,80
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,9,68,68,34.588235294117645,6.764705882352941,4.343284798703385,3.3811956614920393,75
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,10,68,68,34.588235294117645,6.764705882352941,4.3672938467728235,3.406150177541525,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,11,68,68,34.588235294117645,6.6911764705882355,4.316154891357383,3.3597038725191872,78
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,12,68,68,34.588235294117645,6.647058823529412,4.366823271606976,3.4289335311266345,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,13,68,68,34.588235294117645,6.720588235294118,4.422429316911519,3.4585193533850433,79
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,14,68,68,34.588235294117645,6.632352941176471,4.343266735698796,3.3983002136036817,77
