assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,mean_total_abundance_median,mean_total_abundance_p10,mean_total_abundance_p90,mean_q0_median,mean_q0_p10,mean_q0_p90,mean_q1_median,mean_q1_p10,mean_q1_p90,mean_q2_median,mean_q2_p10,mean_q2_p90,gamma_median,gamma_p10,gamma_p90,n_iter
araneae_pitfall,adult_only_strict,ontogenetic_filtering,rtu_mixed_best_available,adult_RTU,122.04477611940298,122.04477611940298,122.04477611940298,13.805970149253731,13.805970149253731,13.805970149253731,6.987945866457144,6.987945866457144,6.987945866457144,5.019077025119972,5.019077025119972,5.019077025119972,234,234,234,1
araneae_pitfall,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,133.26865671641792,133.26865671641792,133.26865671641792,5.731343283582089,5.731343283582089,5.731343283582089,2.957536007878792,2.957536007878792,2.957536007878792,2.3559569619559837,2.3559569619559837,2.3559569619559837,27,27,27,1
araneae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,129.11940298507463,129.11940298507463,129.11940298507463,10.985074626865671,10.985074626865671,10.985074626865671,5.136847256407544,5.136847256407544,5.136847256407544,3.7408312470088445,3.7408312470088445,3.7408312470088445,116,116,116,1
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,133.26865671641792,133.26865671641792,133.26865671641792,16.83582089552239,16.83582089552239,16.83582089552239,8.299907535131103,8.299907535131103,8.299907535131103,5.797387263971596,5.797387263971596,5.797387263971596,269,269,269,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,133.26865671641792,133.26865671641792,133.26865671641792,16.83582089552239,16.83582089552239,16.83582089552239,8.299907535131103,8.299907535131103,8.299907535131103,5.797387263971596,5.797387263971596,5.797387263971596,269,269,269,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,129.11940298507463,129.11940298507463,129.11940298507463,15.238805970149254,15.238805970149254,15.238805970149254,7.505149339624082,7.505149339624082,7.505149339624082,5.275045380103347,5.275045380103347,5.275045380103347,256,256,256,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,133.26865671641792,133.26865671641792,133.26865671641792,16.582089552238806,16.582089552238806,16.582089552238806,8.212125295249457,8.212125295249457,8.212125295249457,5.750379635348797,5.750379635348797,5.750379635348797,211,211,211,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,111.95522388059702,111.95522388059702,111.95522388059702,12.895522388059701,12.895522388059701,12.895522388059701,6.440155371264335,6.440155371264335,6.440155371264335,4.627556989006575,4.627556989006575,4.627556989006575,222,222,222,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,111.95522388059702,111.95522388059702,111.95522388059702,12.895522388059701,12.895522388059701,12.895522388059701,6.440155371264335,6.440155371264335,6.440155371264335,4.627556989006575,4.627556989006575,4.627556989006575,222,222,222,1
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,111.95522388059702,111.95522388059702,111.95522388059702,15.261194029850746,15.102985074626865,15.538805970149253,7.661637446171989,7.561233671016629,7.7611235322313705,5.3191193837499045,5.2613451016185575,5.385423160628656,219,217.9,221,30
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,111.95522388059702,111.95522388059702,111.95522388059702,15.537313432835822,15.194029850746269,15.704477611940298,7.544438528345877,7.439542902999147,7.637434638637493,5.247099522356219,5.191578570641274,5.328874479089416,216.5,213,219,30
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,111.95522388059702,111.95522388059702,111.95522388059702,15.843283582089551,15.638805970149255,16.03134328358209,7.829033930165563,7.743814880473291,7.93684057298953,5.376901607853361,5.3221391796198985,5.455322231188166,274,267,280.1,30
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,135.7910447761194,135.7910447761194,135.7910447761194,6.686567164179104,6.686567164179104,6.686567164179104,3.3501873402064395,3.3501873402064395,3.3501873402064395,2.5271278179958605,2.5271278179958605,2.5271278179958605,43,43,43,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,137.02985074626866,137.02985074626866,137.02985074626866,9.597014925373134,9.597014925373134,9.597014925373134,4.424103670460155,4.424103670460155,4.424103670460155,3.1352554575112004,3.1352554575112004,3.1352554575112004,135,135,135,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,135.7910447761194,135.7910447761194,135.7910447761194,9.417910447761194,9.417910447761194,9.417910447761194,4.350850664335228,4.350850664335228,4.350850664335228,3.084012634471141,3.084012634471141,3.084012634471141,132,132,132,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,137.02985074626866,137.02985074626866,137.02985074626866,9.507462686567164,9.507462686567164,9.507462686567164,4.39469489817705,4.39469489817705,4.39469489817705,3.126385383922582,3.126385383922582,3.126385383922582,107,107,107,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,136.62686567164178,136.62686567164178,136.62686567164178,9.373134328358208,9.373134328358208,9.373134328358208,4.341268434212461,4.341268434212461,4.341268434212461,3.0865512115894997,3.0865512115894997,3.0865512115894997,131,131,131,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,136.62686567164178,136.62686567164178,136.62686567164178,9.373134328358208,9.373134328358208,9.373134328358208,4.341268434212461,4.341268434212461,4.341268434212461,3.0865512115894997,3.0865512115894997,3.0865512115894997,131,131,131,1
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,136.62686567164178,136.62686567164178,136.62686567164178,11.298507462686567,11.204477611940298,11.449253731343283,5.284538583514029,5.211122125353087,5.333615017562382,3.6128416052014676,3.5720604115589714,3.64616540956872,130,128,131,30
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,136.62686567164178,136.62686567164178,136.62686567164178,11.649253731343283,11.5,11.795522388059702,5.314946853203755,5.236257454260855,5.379908966226873,3.6345745894289863,3.5693494249259086,3.6821562055796404,128,126.89999999999999,129.10000000000002,30
